Variant,Type,Calc_Bits,Time_Bits,Node_Bits,Seq_Bits,Target_Phi,Rank,Prime_Dec,Prime_Hex,Dist,Error_Pct,Quality,Is_Safe
Node_12bit (Chrono64),Node,12,36,12,15,2531,45,2707,0xa93,176,6.953773,Poor,NO
Node_12bit (Chrono64),Node,12,36,12,15,2531,46,2351,0x92f,180,7.111814,Poor,NO
Node_12bit (Chrono64),Node,12,36,12,15,2531,47,2711,0xa97,180,7.111814,Poor,NO
Node_12bit (Chrono64),Node,12,36,12,15,2531,48,2713,0xa99,182,7.190834,Poor,NO
Node_12bit (Chrono64),Node,12,36,12,15,2531,49,2347,0x92b,184,7.269854,Poor,NO
Node_12bit (Chrono64),Node,12,36,12,15,2531,50,2719,0xa9f,188,7.427894,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,1,1259,0x4eb,6,0.474308,Very Good,YES
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,2,1277,0x4fd,12,0.948617,Very Good,YES
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,3,1279,0x4ff,14,1.106719,Good,YES
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,4,1249,0x4e1,16,1.264822,Good,YES
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,5,1283,0x503,18,1.422925,Good,YES
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,6,1289,0x509,24,1.897233,Good,YES
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,7,1291,0x50b,26,2.055336,Good,YES
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,8,1237,0x4d5,28,2.213439,Good,YES
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,9,1297,0x511,32,2.529644,Fair,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,10,1231,0x4cf,34,2.687747,Fair,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,11,1229,0x4cd,36,2.845850,Fair,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,12,1301,0x515,36,2.845850,Fair,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,13,1303,0x517,38,3.003953,Fair,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,14,1223,0x4c7,42,3.320158,Fair,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,15,1307,0x51b,42,3.320158,Fair,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,16,1217,0x4c1,48,3.794466,Fair,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,17,1213,0x4bd,52,4.110672,Fair,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,18,1319,0x527,54,4.268775,Fair,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,19,1321,0x529,56,4.426877,Fair,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,20,1327,0x52f,62,4.901186,Fair,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,21,1201,0x4b1,64,5.059289,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,22,1193,0x4a9,72,5.691700,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,23,1187,0x4a3,78,6.166008,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,24,1181,0x49d,84,6.640316,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,25,1171,0x493,94,7.430830,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,26,1361,0x551,96,7.588933,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,27,1163,0x48b,102,8.063241,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,28,1367,0x557,102,8.063241,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,29,1373,0x55d,108,8.537549,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,30,1153,0x481,112,8.853755,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,31,1151,0x47f,114,9.011858,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,32,1381,0x565,116,9.169960,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,33,1399,0x577,134,10.592885,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,34,1129,0x469,136,10.750988,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,35,1123,0x463,142,11.225296,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,36,1409,0x581,144,11.383399,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,37,1117,0x45d,148,11.699605,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,38,1109,0x455,156,12.332016,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,39,1423,0x58f,158,12.490119,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,40,1103,0x44f,162,12.806324,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,41,1427,0x593,162,12.806324,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,42,1429,0x595,164,12.964427,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,43,1097,0x449,168,13.280632,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,44,1433,0x599,168,13.280632,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,45,1093,0x445,172,13.596838,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,46,1091,0x443,174,13.754941,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,47,1439,0x59f,174,13.754941,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,48,1087,0x43f,178,14.071146,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,49,1447,0x5a7,182,14.387352,Poor,NO
Node_11bit (UChrono64ms),Node,11,44,11,9,1265,50,1451,0x5ab,186,14.703557,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,1,631,0x277,1,0.158228,Very Good,YES
Node_10bit (Chrono64ms),Node,10,44,10,9,632,2,641,0x281,9,1.424051,Good,YES
Node_10bit (Chrono64ms),Node,10,44,10,9,632,3,643,0x283,11,1.740506,Good,YES
Node_10bit (Chrono64ms),Node,10,44,10,9,632,4,619,0x26b,13,2.056962,Good,YES
Node_10bit (Chrono64ms),Node,10,44,10,9,632,5,617,0x269,15,2.373418,Good,YES
Node_10bit (Chrono64ms),Node,10,44,10,9,632,6,647,0x287,15,2.373418,Good,YES
Node_10bit (Chrono64ms),Node,10,44,10,9,632,7,613,0x265,19,3.006329,Fair,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,8,653,0x28d,21,3.322785,Fair,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,9,607,0x25f,25,3.955696,Fair,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,10,659,0x293,27,4.272152,Fair,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,11,661,0x295,29,4.588608,Fair,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,12,601,0x259,31,4.905063,Fair,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,13,599,0x257,33,5.221519,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,14,593,0x251,39,6.170886,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,15,673,0x2a1,41,6.487342,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,16,587,0x24b,45,7.120253,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,17,677,0x2a5,45,7.120253,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,18,683,0x2ab,51,8.069620,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,19,577,0x241,55,8.702532,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,20,691,0x2b3,59,9.335443,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,21,571,0x23b,61,9.651899,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,22,569,0x239,63,9.968354,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,23,563,0x233,69,10.917722,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,24,701,0x2bd,69,10.917722,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,25,557,0x22d,75,11.867089,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,26,709,0x2c5,77,12.183544,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,27,547,0x223,85,13.449367,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,28,719,0x2cf,87,13.765823,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,29,541,0x21d,91,14.398734,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,30,727,0x2d7,95,15.031646,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,31,733,0x2dd,101,15.981013,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,32,739,0x2e3,107,16.930380,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,33,523,0x20b,109,17.246835,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,34,521,0x209,111,17.563291,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,35,743,0x2e7,111,17.563291,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,36,751,0x2ef,119,18.829114,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,37,509,0x1fd,123,19.462025,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,38,757,0x2f5,125,19.778481,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,39,503,0x1f7,129,20.411392,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,40,761,0x2f9,129,20.411392,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,41,499,0x1f3,133,21.044304,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,42,769,0x301,137,21.677215,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,43,491,0x1eb,141,22.310127,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,44,773,0x305,141,22.310127,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,45,487,0x1e7,145,22.943038,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,46,479,0x1df,153,24.208861,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,47,787,0x313,155,24.525316,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,48,467,0x1d3,165,26.107595,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,49,797,0x31d,165,26.107595,Poor,NO
Node_10bit (Chrono64ms),Node,10,44,10,9,632,50,463,0x1cf,169,26.740506,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,1,317,0x13d,1,0.316456,Very Good,YES
Node_9bit (UChrono32),Node,9,18,9,5,316,2,313,0x139,3,0.949367,Very Good,YES
Node_9bit (UChrono32),Node,9,18,9,5,316,3,311,0x137,5,1.582278,Good,YES
Node_9bit (UChrono32),Node,9,18,9,5,316,4,307,0x133,9,2.848101,Fair,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,5,331,0x14b,15,4.746835,Fair,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,6,337,0x151,21,6.645570,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,7,293,0x125,23,7.278481,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,8,347,0x15b,31,9.810127,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,9,283,0x11b,33,10.443038,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,10,349,0x15d,33,10.443038,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,11,281,0x119,35,11.075949,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,12,353,0x161,37,11.708861,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,13,277,0x115,39,12.341772,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,14,359,0x167,43,13.607595,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,15,271,0x10f,45,14.240506,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,16,269,0x10d,47,14.873418,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,17,367,0x16f,51,16.139241,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,18,263,0x107,53,16.772152,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,19,373,0x175,57,18.037975,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,20,257,0x101,59,18.670886,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,21,379,0x17b,63,19.936709,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,22,251,0xfb,65,20.569620,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,23,383,0x17f,67,21.202532,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,24,389,0x185,73,23.101266,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,25,241,0xf1,75,23.734177,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,26,239,0xef,77,24.367089,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,27,397,0x18d,81,25.632911,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,28,233,0xe9,83,26.265823,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,29,401,0x191,85,26.898734,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,30,229,0xe5,87,27.531646,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,31,227,0xe3,89,28.164557,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,32,223,0xdf,93,29.430380,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,33,409,0x199,93,29.430380,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,34,419,0x1a3,103,32.594937,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,35,211,0xd3,105,33.227848,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,36,421,0x1a5,105,33.227848,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,37,431,0x1af,115,36.392405,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,38,199,0xc7,117,37.025316,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,39,433,0x1b1,117,37.025316,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,40,197,0xc5,119,37.658228,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,41,193,0xc1,123,38.924051,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,42,439,0x1b7,123,38.924051,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,43,191,0xbf,125,39.556962,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,44,443,0x1bb,127,40.189873,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,45,449,0x1c1,133,42.088608,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,46,181,0xb5,135,42.721519,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,47,179,0xb3,137,43.354430,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,48,457,0x1c9,141,44.620253,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,49,173,0xad,143,45.253165,Poor,NO
Node_9bit (UChrono32),Node,9,18,9,5,316,50,461,0x1cd,145,45.886076,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,1,157,0x9d,1,0.632911,Very Good,YES
Node_8bit (Chrono32),Node,8,18,8,5,158,2,163,0xa3,5,3.164557,Fair,YES
Node_8bit (Chrono32),Node,8,18,8,5,158,3,151,0x97,7,4.430380,Fair,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,4,149,0x95,9,5.696203,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,5,167,0xa7,9,5.696203,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,6,173,0xad,15,9.493671,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,7,139,0x8b,19,12.025316,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,8,137,0x89,21,13.291139,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,9,179,0xb3,21,13.291139,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,10,181,0xb5,23,14.556962,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,11,131,0x83,27,17.088608,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,12,127,0x7f,31,19.620253,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,13,191,0xbf,33,20.886076,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,14,193,0xc1,35,22.151899,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,15,197,0xc5,39,24.683544,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,16,199,0xc7,41,25.949367,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,17,113,0x71,45,28.481013,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,18,109,0x6d,49,31.012658,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,19,107,0x6b,51,32.278481,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,20,211,0xd3,53,33.544304,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,21,103,0x67,55,34.810127,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,22,101,0x65,57,36.075949,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,23,97,0x61,61,38.607595,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,24,223,0xdf,65,41.139241,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,25,89,0x59,69,43.670886,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,26,227,0xe3,69,43.670886,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,27,229,0xe5,71,44.936709,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,28,83,0x53,75,47.468354,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,29,233,0xe9,75,47.468354,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,30,79,0x4f,79,50.000000,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,31,239,0xef,81,51.265823,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,32,241,0xf1,83,52.531646,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,33,73,0x49,85,53.797468,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,34,71,0x47,87,55.063291,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,35,67,0x43,91,57.594937,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,36,251,0xfb,93,58.860759,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,37,61,0x3d,97,61.392405,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,38,59,0x3b,99,62.658228,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,39,53,0x35,105,66.455696,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,40,47,0x2f,111,70.253165,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,41,43,0x2b,115,72.784810,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,42,41,0x29,117,74.050633,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,43,37,0x25,121,76.582278,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,44,31,0x1f,127,80.379747,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,45,29,0x1d,129,81.645570,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,46,23,0x17,135,85.443038,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,47,19,0x13,139,87.974684,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,48,17,0x11,141,89.240506,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,49,13,0xd,145,91.772152,Poor,NO
Node_8bit (Chrono32),Node,8,18,8,5,158,50,11,0xb,147,93.037975,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,1,79,0x4f,0,0.000000,Perfect,YES
Node_7bit (UChrono32h),Node,7,21,7,4,79,2,83,0x53,4,5.063291,Poor,YES
Node_7bit (UChrono32h),Node,7,21,7,4,79,3,73,0x49,6,7.594937,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,4,71,0x47,8,10.126582,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,5,89,0x59,10,12.658228,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,6,67,0x43,12,15.189873,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,7,61,0x3d,18,22.784810,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,8,97,0x61,18,22.784810,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,9,59,0x3b,20,25.316456,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,10,101,0x65,22,27.848101,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,11,103,0x67,24,30.379747,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,12,53,0x35,26,32.911392,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,13,107,0x6b,28,35.443038,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,14,109,0x6d,30,37.974684,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,15,47,0x2f,32,40.506329,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,16,113,0x71,34,43.037975,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,17,43,0x2b,36,45.569620,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,18,41,0x29,38,48.101266,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,19,37,0x25,42,53.164557,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,20,31,0x1f,48,60.759494,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,21,127,0x7f,48,60.759494,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,22,29,0x1d,50,63.291139,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,23,23,0x17,56,70.886076,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,24,19,0x13,60,75.949367,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,25,17,0x11,62,78.481013,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,26,13,0xd,66,83.544304,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,27,11,0xb,68,86.075949,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,28,7,0x7,72,91.139241,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,29,5,0x5,74,93.670886,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,30,3,0x3,76,96.202532,Poor,NO
Node_7bit (UChrono32h),Node,7,21,7,4,79,31,2,0x2,77,97.468354,Poor,NO
Node_6bit (Chrono32h),Node,6,21,6,4,39,1,37,0x25,2,5.128205,Poor,YES
Node_6bit (Chrono32h),Node,6,21,6,4,39,2,41,0x29,2,5.128205,Poor,YES
Node_6bit (Chrono32h),Node,6,21,6,4,39,3,43,0x2b,4,10.256410,Poor,NO
Node_6bit (Chrono32h),Node,6,21,6,4,39,4,31,0x1f,8,20.512821,Poor,NO
Node_6bit (Chrono32h),Node,6,21,6,4,39,5,47,0x2f,8,20.512821,Poor,NO
Node_6bit (Chrono32h),Node,6,21,6,4,39,6,29,0x1d,10,25.641026,Poor,NO
Node_6bit (Chrono32h),Node,6,21,6,4,39,7,53,0x35,14,35.897436,Poor,NO
Node_6bit (Chrono32h),Node,6,21,6,4,39,8,23,0x17,16,41.025641,Poor,NO
Node_6bit (Chrono32h),Node,6,21,6,4,39,9,19,0x13,20,51.282051,Poor,NO
Node_6bit (Chrono32h),Node,6,21,6,4,39,10,59,0x3b,20,51.282051,Poor,NO
Node_6bit (Chrono32h),Node,6,21,6,4,39,11,17,0x11,22,56.410256,Poor,NO
Node_6bit (Chrono32h),Node,6,21,6,4,39,12,61,0x3d,22,56.410256,Poor,NO
Node_6bit (Chrono32h),Node,6,21,6,4,39,13,13,0xd,26,66.666667,Poor,NO
Node_6bit (Chrono32h),Node,6,21,6,4,39,14,11,0xb,28,71.794872,Poor,NO
Node_6bit (Chrono32h),Node,6,21,6,4,39,15,7,0x7,32,82.051282,Poor,NO
Node_6bit (Chrono32h),Node,6,21,6,4,39,16,5,0x5,34,87.179487,Poor,NO
Node_6bit (Chrono32h),Node,6,21,6,4,39,17,3,0x3,36,92.307692,Poor,NO
Node_6bit (Chrono32h),Node,6,21,6,4,39,18,2,0x2,37,94.871795,Poor,NO
